Document/Patent number,Title,Inventor name,Publication date
US-20220167170-A1,MONITORING FOR SECURITY THREATS ASSOCIATED WITH MOBILE DEVICES THAT HAVE BEEN IDENTIFIED AND LOGGED,Thomsen; Kevin P.,2022-05-26
US-20220164429-A1,TOUCHLESS AUTHENTICATION AT RESOURCE DISTRIBUTION SYSTEMS,Searl; Cody Dean et al.,2022-05-26
US-20220165136-A1,IDENTIFYING AND LOGGING MOBILE DEVICES POSING SECURITY THREATS,Thomsen; Kevin P.,2022-05-26
US-11341486-B2,System for secure transfer of encrypted resources and asynchronous execution,Ratnakaram; Udaya Kumar Raju et al.,2022-05-24
US-11341485-B2,Machine learning based system for authorization of autonomous resource transfers between distributed IOT components,Kursun; Eren,2022-05-24
US-11343097-B2,Dynamic segmentation of network traffic by use of pre-shared keys,Sloane; Brandon et al.,2022-05-24
US-11341231-B2,Data security system for analyzing historical authentication entry attempts to identify misappropriation of security credential and enforce password change,Yarabolu; Vijay Kumar,2022-05-24
US-11340940-B2,Workload assessment and configuration simulator,Savant; Anuja et al.,2022-05-24
US-11343259-B2,Electronic system for dynamic stepped multi-level authentication,Ratnakaram; Udaya Kumar Raju et al.,2022-05-24
US-11340828-B2,Restoring messages to a memory utilized by a topic in a publish-subscribe environment,Iyer; Venkatraman Nagarajan et al.,2022-05-24
US-11343136-B2,System for real time recovery of resource transfers over a distributed server network,Ramasamy; Suki et al.,2022-05-24
US-11340703-B1,Smart glasses based configuration of programming code,Anand; Vasuki,2022-05-24
US-11341796-B1,System for secure access and initiation using a remote terminal,Janakiraman; Radha et al.,2022-05-24
US-20220156323-A1,FIELD OF TECHNOLOGY,Kurian; Manu,2022-05-19
US-20220158987-A1,User Authentication Using Tokens,Kurian; Manu,2022-05-19
US-20220156241-A1,Multi-Dimensional Data Tagging and Reuse,Cao; Min et al.,2022-05-19
US-20220156740-A1,Location Analysis and Service Selection Platform for Dynamic Interface Generation and Event Processing,Huggins; Robert Nyeland et al.,2022-05-19
US-20220157323-A1,SYSTEM AND METHODS FOR INTELLIGENT TRAINING OF VIRTUAL VOICE ASSISTANT,Verma; Sandeep et al.,2022-05-19
US-20220159028-A1,Generating Alerts Based on Continuous Monitoring of Third Party Systems,Kumar; Abhishek et al.,2022-05-19
US-11336646-B2,Alternate user communication routing,Satija; Dharmender Kumar et al.,2022-05-17
US-11334881-B2,Security tool,Rangarajan; Prabakar et al.,2022-05-17
US-11334877-B2,Security tool,Wyllie; Graham Marshall et al.,2022-05-17
US-11334760-B2,Computer architecture for mapping correlithm objects to sequential values in a correlithm object processing system,Lawrence; Patrick N.,2022-05-17
US-11337144-B2,Multicomputer signal processing to dynamically generate customized output and control functions,Shannon; Stephen T. et al.,2022-05-17
US-11336675-B2,Cyber resilience chaos stress testing,Sbandi; Michael J. et al.,2022-05-17
US-11334408-B2,Big data distributed processing and secure data transferring with fault handling,Dande; Pratap et al.,2022-05-17
US-11334393-B2,Resource cluster chaining architecture,Purushothaman; Sasidhar et al.,2022-05-17
US-11335351-B2,Cognitive automation-based engine BOT for processing audio and taking actions in response thereto,Black; Christine D. et al.,2022-05-17
US-11334662-B2,Tamper-evident travel devices equipped with secure re-image file (s),Vemireddy; Vijaya L. et al.,2022-05-17
US-11334654-B2,Dynamic enhanced security based on biometric authentication,Richman; Adam B. et al.,2022-05-17
US-11334626-B1,Hybrid graph and relational database architecture,Ogrinz; Michael et al.,2022-05-17
US-11334893-B1,Intelligent cash handling,"Mattison, Sr.; Paul Martin et al.",2022-05-17
US-11336587-B1,Electronic system for generation and management of controlled-use resources,Greenbacker; Robertson Walters et al.,2022-05-17
US-20220150878-A1,RESOURCE DISTRIBUTION HUB GENERATION ON A MOBILE DEVICE,McConnell; Patrick Thomas et al.,2022-05-12
US-20220147624-A1,Preventing Unauthorized Screen Capture Activity,Beveridge; Michael et al.,2022-05-12
US-20220147625-A1,Preventing Unauthorized Screen Capture Activity,Beveridge; Michael et al.,2022-05-12
US-20220147626-A1,Preventing Unauthorized Screen Capture Activity,Beveridge; Michael et al.,2022-05-12
US-20220147522-A1,SYSTEM FOR GENERATING CUSTOMIZED DATA INPUT OPTIONS USING MACHINE LEARNING TECHNIQUES,Witting; David Henry et al.,2022-05-12
US-20220150223-A1,ENCRYPTED TAGGING SYSTEM FOR PROTECTION OF NETWORK-BASED RESOURCE TRANSFERS,Hart; Susan R. et al.,2022-05-12
US-20220150245-A1,NETWORK DEVICE AUTHENTICATION FOR INFORMATION SECURITY,August; Daniel J. et al.,2022-05-12
US-20220147539-A1,SYSTEM AND METHOD FOR AUTOMATICALLY OBTAINING DATA LINEAGE IN REAL TIME,Ponnada; Padmanabham et al.,2022-05-12
US-20220148598-A1,Systems and Methods for Audio Enhancement and Conversion,Krishnamoorthy; Madhusudhanan et al.,2022-05-12
US-11327828-B2,Process automation action repository and assembler,Purushothaman; Sasidhar,2022-05-10
US-11329978-B2,Alternate user communication routing for a one-time credential,Satija; Dharmender Kumar et al.,2022-05-10
US-11328025-B1,Validating mappings between documents using machine learning,Cobb; Matthew I. et al.,2022-05-10
US-11329987-B2,Protecting enterprise computing resources by implementing an optical air gap system,Beveridge; Michael et al.,2022-05-10
US-11330006-B2,Detecting and identifying devices at enterprise locations to protect enterprise-managed information and resources,Shannon; Stephen T. et al.,2022-05-10
US-11329823-B2,User authentication using tokens,Kurian; Manu,2022-05-10
US-11327667-B2,Data migration system with resource usage modeling for adaptive target storage device utilization,Purushothaman; Sasidhar et al.,2022-05-10
US-11327981-B2,Guided sampling for improved quality testing,Krishnamoorthy; Madhusudhanan et al.,2022-05-10
US-11328274-B2,Data processing system and method for managing electronic split transactions using user profiles,Chauhan; Sandeep Kumar et al.,2022-05-10
US-11329956-B2,Scalable encryption framework using virtualization and adaptive sampling,Krishnamoorthy; Madhusudhanan et al.,2022-05-10
US-11327947-B1,"System for identifying, tagging, and monitoring data flow in a system environment",Brubaker; Mark Earl et al.,2022-05-10
US-11330145-B1,Image processing edge device for document noise removal,Krishnamoorthy; MadhuSudhanan et al.,2022-05-10
US-20220138167-A1,VIEW TABLES FRAMEWORK,Mateti; Sravan et al.,2022-05-05
US-20220141246-A1,SYSTEM AND METHODS FOR DYNAMIC CONTROLLED EVALUATION OF CLOUD SERVICE VULNERABILITIES,Bierner; Rachel Yun Kim et al.,2022-05-05
US-20220139175-A1,DETECTING UNAUTHORIZED ACTIVITY RELATED TO A COMPUTER PERIPHERAL DEVICE BY MONITORING VOLTAGE OF THE PERIPHERAL DEVICE,Slensker; Neal Aaron et al.,2022-05-05
US-20220138261-A1,HYBRID GRAPH AND RELATIONAL DATABASE ARCHITECTURE,Ogrinz; Michael et al.,2022-05-05
US-20220137981-A1,SYSTEM FOR AUTOMATICALLY GENERATING ELECTRONIC ARTIFACTS USING EXTENDED FUNCTIONALITY,Goddard; Douglas James et al.,2022-05-05
US-11321155-B2,Automatic resource dependency tracking and structure for maintenance of resource fault propagation,Bangad; Sunil R. et al.,2022-05-03
US-11322029-B2,"System, medium, and method for real-time data services based on geo-location information",Nelson; Mark Allan et al.,2022-05-03
US-11321127-B2,Network engine for intelligent multi-faceted resource analysis,Castinado; Joseph Benjamin et al.,2022-05-03
US-11321449-B2,System for security analysis and authentication across downstream applications,Kursun; Eren,2022-05-03
US-11323432-B2,Automatic login tool for simulated single sign-on,Ford; Stuart D. et al.,2022-05-03
US-11321128-B2,System for resource allocation via an intermediate resource volume adjustment sub-system,Mavani; Saurabh,2022-05-03
US-11321430-B2,Big data distributed processing and secure data transferring with obfuscation,Dande; Pratap et al.,2022-05-03
US-11323473-B2,Network threat prevention and information security using machine learning,Taylor; Jo-Ann et al.,2022-05-03
US-11321161-B2,System for resolving heterogenous database-level application failures,Poola; Ambica et al.,2022-05-03
US-11321104-B2,Cognitive automation platform for customized interface generation,Sanghvi; Siten et al.,2022-05-03
US-11321306-B2,Cloning of sanitized data records for use in data testing environments,Turaga; Durga Prasad et al.,2022-05-03
US-11321703-B2,Smart card with built-in support provisioning mechanism,Gupta; Saurabh,2022-05-03
US-11320897-B2,Adjustable user preference settings using a virtual reality device,Taylor; Jo-Ann et al.,2022-05-03
US-11321285-B2,Automatic database script generation for copying data between relational databases,Krishnamoorthy; Madhusudhanan et al.,2022-05-03
US-11321063-B1,Web-based customer service via single-class rebuild,Murthi; Naveen Kumar Reddy et al.,2022-05-03
US-20220131702-A1,TRACKING DATA THROUGHOUT AN ASSET LIFECYCLE,Adams; Amanda Jane et al.,2022-04-28
US-20220131904-A1,ARTIFICIAL INTELLIGENCE SECURITY CONFIGURATION ENGINE,Wright; Timothy Andrew et al.,2022-04-28
US-20220131762-A1,SYSTEM FOR REAL-TIME IMITATION NETWORK GENERATION USING ARTIFICIAL INTELLIGENCE,Brubaker; Mark Earl et al.,2022-04-28
US-11314850-B2,Preventing unauthorized access to secure information systems using advanced biometric authentication techniques,Shah; Hitesh et al.,2022-04-26
US-11314537-B2,Computer architecture for establishing data encryption in a correlithm object processing system,Lawrence; Patrick N.,2022-04-26
US-11316664-B2,System for characterization and tracking of electronic data in a networked environment using cohesive information units,Kling; John Howard et al.,2022-04-26
US-11316873-B2,Detecting malicious threats via autostart execution point analysis,Kelly; Matthew E. et al.,2022-04-26
US-11317280-B2,Real-time authentication using a mobile device on a high generation cellular network,Sodano; Thomas,2022-04-26
US-11316883-B2,Cybersecurity—operational resilience of computer networks,Sbandi; Michael J.,2022-04-26
US-11316891-B2,Automated real-time multi-dimensional cybersecurity threat modeling,Sbandi; Michael J.,2022-04-26
US-11314848-B2,System for dynamically appending and transforming static activity data transmitted to a user device application,Lillie; Christina Ann et al.,2022-04-26
US-11314628-B2,System for intelligent unit performance testing of computer applications,Vijayvergia; Rohan et al.,2022-04-26
US-11317282-B2,Intelligent method for sim-swap fraud detection and prevention,Ratnakaram; Udaya Kumar Raju et al.,2022-04-26
US-11314874-B2,Big data distributed processing and secure data transferring with resource allocation and rebate,Dande; Pratap et al.,2022-04-26
US-11316881-B2,Just short of identity analysis,Kvochko; Elena et al.,2022-04-26
US-11315105-B2,Smart card with self-contained connection architecture,Gupta; Saurabh,2022-04-26
US-11314876-B2,System and method for managing built-in security for content distribution,Purushothaman; Sasidhar et al.,2022-04-26
US-11314503-B2,Software development documentation using machine learning,Richman; Adam B. et al.,2022-04-26
US-11314783-B2,System for implementing cognitive self-healing in knowledge-based deep learning models,Krishnamoorthy; Madhusudhanan,2022-04-26
US-11316658-B2,System and method for securing a database by scrambling data,Kurian; Manu J. et al.,2022-04-26
US-11314841-B1,Web browser communication validation extension,Montgomery; Andrew Paul et al.,2022-04-26
US-11317242-B1,System and method for detecting a distance threshold between a target device and a mobile device has been exceeded,Allen; Morgan S. et al.,2022-04-26
US-20220121494-A1,SYSTEM FOR GENERATING ELECTRONIC ALERTS THROUGH PREDICTIVE OPTIMIZATION ANALYSIS OF RESOURCE CONVERSIONS,Proud; Lee Ann et al.,2022-04-21
US-20220121892-A1,PAYMENT CARD WITH LIGHT-BASED SIGNATURE,Yarabolu; Vijay Kumar,2022-04-21
US-20220120912-A1,INTELLIGENT GEOSPATIAL GRID ENGINE AND WARNING SYSTEM,Bollinani; Lekha et al.,2022-04-21
US-20220122016-A1,EVOLUTIONARY SOFTWARE PRIORITIZATION PROTOCOL FOR DIGITAL SYSTEMS,Krishnamoorthy; Madhusudhanan et al.,2022-04-21
US-20220124090-A1,IDENTITY VERIFICATION THROUGH A CENTRALIZED BIOMETRIC DATABASE,Slensker; Neal et al.,2022-04-21
US-20220121982-A1,INTELLIGENT ENGINES TO ORCHESTRATE AUTOMATIC PRODUCTION OF ROBOTIC PROCESS AUTOMATION BOTS BASED ON ARTIFICIAL INTELLIGENCE FEEDBACK,Rajagopalan; Raghuraman et al.,2022-04-21
US-11310230-B2,System for electronic authentication with live user determination,Wallace; Matthew Joseph et al.,2022-04-19
US-11310221-B2,Alternate user communication routing for a one-time credential,Satija; Dharmender Kumar et al.,2022-04-19
US-11310222-B2,Alternate user communication routing for a one-time credential,Satija; Dharmender Kumar et al.,2022-04-19
US-11310662-B2,System for 5G enabled rapid bandwidth deployment,Goodyear; Todd Michael et al.,2022-04-19
US-11308457-B2,Automated machine with self-reconciliation of resources,Dryer; Eric et al.,2022-04-19
US-11310250-B2,System and method for machine learning-based real-time electronic data quality checks in online machine learning and AI systems,Kursun; Eren,2022-04-19
US-11307848-B2,System for electronic integration and deployment of computer code in a code development network,Karunakaran; Sibhi Arul Prian Poyhai et al.,2022-04-19
US-11310259-B2,Cybersecurity architectural network based on artificial intelligence,Jenkins; Joshua Nathanael et al.,2022-04-19
US-11308050-B2,Conversion mechanism for complex cohabitation databases,Lim; Joel Banaag,2022-04-19
US-11308205-B2,Security tool for preventing internal data breaches,Koshti; Prakash et al.,2022-04-19
US-11308065-B2,Condenser framework,Mateti; Sravan et al.,2022-04-19
US-11308231-B2,Security control management for information security,Taylor; Jo-Ann et al.,2022-04-19
US-11307955-B2,Graphical user interface and analysis system for determining platform stability and resiliency,Dahl; Erik et al.,2022-04-19
US-11308971-B2,Intelligent noise cancellation system for video conference calls in telepresence rooms,Vanapalli; Sandhya et al.,2022-04-19
US-11308474-B1,Smart node to node payment systems,Gupta; Saurabh,2022-04-19
US-11307952-B1,System for computing system configuration file state mirroring on peer computing devices,Sloane; Brandon,2022-04-19
US-20220116401-A1,Automated Event Processing Computing Platform for Handling and Enriching Blockchain Data,Lee; Jisoo et al.,2022-04-14
US-20220114148-A1,SYSTEM AND METHOD FOR DECENTRALIZED REGULATION AND HIERARCHICAL CONTROL OF BLOCKCHAIN ARCHITECTURE,Kursun; Eren,2022-04-14
US-20220114288-A1,SYSTEM FOR REAL-TIME AUTHENTICATED OBFUSCATION OF ELECTRONIC DATA,Young; Michael Robert et al.,2022-04-14
US-20220114020-A1,SYSTEM AND METHOD FOR DYNAMICALLY RESIZING COMPUTATIONAL INFRASTRUCTURE TO ACCOMMODATE UNEXPECTED DEMANDS,Akkapeddi; Naga Vamsi Krishna,2022-04-14
US-20220114244-A1,Dynamic Enhanced Security Based on Biometric Authentication,Richman; Adam B. et al.,2022-04-14
US-20220114553-A1,Electronic Mail Verification,Sheedy; Jonathan et al.,2022-04-14
US-20220114597-A1,SYSTEM FOR DYNAMICALLY RE-AUTHENTICATING A VIRTUAL RESOURCE,Jain; Jeetendra Hukmichand,2022-04-14
US-20220116380-A1,SYSTEM FOR INCREASING AUTHENTICATION COMPLEXITY FOR ACCESS TO ONLINE SYSTEMS,Sloane; Brandon,2022-04-14
US-20220114081-A1,CONDUCTING SOFTWARE TESTING USING DYNAMICALLY MASKED DATA,Lightowler; Ben et al.,2022-04-14
US-20220114665-A1,Information Linkage Platform for Enhanced Tracking of Processed Events,Narayanan; Manoj,2022-04-14
US-20220114149-A1,SYSTEM AND METHOD FOR AUTOMATICALLY RESOLVING METADATA STRUCTURE DISCREPANCIES,Akkapeddi; Naga Vamsi Krishna,2022-04-14
US-20220114368-A1,System and Method for Automatic Video Categorization,Mukherjee; Maharaj et al.,2022-04-14
US-11301443-B2,Database work file storage limit facility,Gaikwad; Deepak,2022-04-12
US-11301272-B2,Providing augmented reality user interfaces and controlling automated systems based on user activity information and pre-staging information,Carroll; Matthew E.,2022-04-12
US-11301539-B2,Just-in-time front end template generation using logical document object models,"Macxis, Jr.; Mardochee et al.",2022-04-12
US-11301900-B2,Real-time multi-computer data exchange and control system,Kapur; Monika et al.,2022-04-12
US-11301544-B2,Computer architecture for performing inversion using correlithm objects in a correlithm object processing system,Lawrence; Patrick N.,2022-04-12
US-11303653-B2,Network threat detection and information security using machine learning,Taylor; Jo-Ann et al.,2022-04-12
US-11303629-B2,User authentication using tokens,Kurian; Manu,2022-04-12
US-11301305-B2,Dynamic resource clustering architecture,Purushothaman; Sasidhar et al.,2022-04-12
